Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""hitungHarga/jangkaWaktu""), tahun, false)",Chrome 127.0.0.0,,,22-08-2024 17:26:22,22-08-2024 17:26:23,0.845s,PASSED
"value = getAttribute(findTestObject(""hitungHarga/selectJangkaWaktu""), ""tahun"")",Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.342s,PASSED
bulanInt = Integer.valueOf(tahun),Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.001s,PASSED
pengeluaranInt = Integer.valueOf(pengeluaran),Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.001s,PASSED
penghasilanInt = Integer.valueOf(penghasilan),Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.000s,PASSED
if (penghasilanInt <= pengeluaranInt),Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.001s,PASSED
else,Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.002s,PASSED
println(hitung),Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.001s,PASSED
"scrollToElement(findTestObject(""hitungHarga/pengeluaran""), 0)",Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:23,0.301s,PASSED
"verifyElementClickable(findTestObject(""hitungHarga/buttonHitung""))",Chrome 127.0.0.0,,,22-08-2024 17:26:23,22-08-2024 17:26:24,0.326s,PASSED
"click(findTestObject(""hitungHarga/buttonHitung""))",Chrome 127.0.0.0,,,22-08-2024 17:26:24,22-08-2024 17:26:24,0.378s,PASSED
takeFullPageScreenshot(),Chrome 127.0.0.0,,,22-08-2024 17:26:24,22-08-2024 17:26:25,0.941s,PASSED
"harga = getText(findTestObject(""hitungHarga/harga""))",Chrome 127.0.0.0,,,22-08-2024 17:26:25,22-08-2024 17:26:26,0.745s,PASSED
"harga = replace(""Rp "", """").replace(""."", """")",Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:26,0.001s,PASSED
hargaInt = Integer.valueOf(harga),Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:26,0.001s,PASSED
println(hargaInt),Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:26,0.001s,PASSED
assert hitung == hargaInt,Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:26,0.001s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:26,0.304s,PASSED
,,,,,,,
Test Cases/hitungProperti,Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:27:03,36.693s,PASSED
"openBrowser(""https://www.btnproperti.co.id/tools/hitung-harga-properti"")",Chrome 127.0.0.0,,,22-08-2024 17:26:26,22-08-2024 17:26:31,4.455s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,22-08-2024 17:26:31,22-08-2024 17:26:31,0.164s,PASSED
"setText(findTestObject(""hitungHarga/penghasilanTotal""), penghasilan)",Chrome 127.0.0.0,,,22-08-2024 17:26:31,22-08-2024 17:26:53,22.120s,PASSED
takeFullPageScreenshot(),Chrome 127.0.0.0,,,22-08-2024 17:26:53,22-08-2024 17:26:54,1.170s,PASSED
"setText(findTestObject(""hitungHarga/pengeluaran""), pengeluaran)",Chrome 127.0.0.0,,,22-08-2024 17:26:54,22-08-2024 17:26:57,3.036s,PASSED
takeFullPageScreenshot(),Chrome 127.0.0.0,,,22-08-2024 17:26:57,22-08-2024 17:26:58,1.188s,PASSED
"selectOptionByValue(findTestObject(""hitungHarga/jangkaWaktu""), tahun, false)",Chrome 127.0.0.0,,,22-08-2024 17:26:58,22-08-2024 17:26:59,0.653s,PASSED
"value = getAttribute(findTestObject(""hitungHarga/selectJangkaWaktu""), ""tahun"")",Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.281s,PASSED
bulanInt = Integer.valueOf(tahun),Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.000s,PASSED
pengeluaranInt = Integer.valueOf(pengeluaran),Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.000s,PASSED
penghasilanInt = Integer.valueOf(penghasilan),Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.001s,PASSED
if (penghasilanInt <= pengeluaranInt),Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.001s,PASSED
else,Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.001s,PASSED
println(hitung),Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.000s,PASSED
"scrollToElement(findTestObject(""hitungHarga/pengeluaran""), 0)",Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:26:59,0.297s,PASSED
"verifyElementClickable(findTestObject(""hitungHarga/buttonHitung""))",Chrome 127.0.0.0,,,22-08-2024 17:26:59,22-08-2024 17:27:00,0.311s,PASSED
"click(findTestObject(""hitungHarga/buttonHitung""))",Chrome 127.0.0.0,,,22-08-2024 17:27:00,22-08-2024 17:27:00,0.504s,PASSED
takeFullPageScreenshot(),Chrome 127.0.0.0,,,22-08-2024 17:27:00,22-08-2024 17:27:01,0.937s,PASSED
"harga = getText(findTestObject(""hitungHarga/harga""))",Chrome 127.0.0.0,,,22-08-2024 17:27:01,22-08-2024 17:27:02,1.238s,PASSED
"harga = replace(""Rp "", """").replace(""."", """")",Chrome 127.0.0.0,,,22-08-2024 17:27:02,22-08-2024 17:27:02,0.002s,PASSED
hargaInt = Integer.valueOf(harga),Chrome 127.0.0.0,,,22-08-2024 17:27:02,22-08-2024 17:27:02,0.000s,PASSED
println(hargaInt),Chrome 127.0.0.0,,,22-08-2024 17:27:02,22-08-2024 17:27:02,0.001s,PASSED
assert hitung == hargaInt,Chrome 127.0.0.0,,,22-08-2024 17:27:02,22-08-2024 17:27:02,0.001s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,22-08-2024 17:27:02,22-08-2024 17:27:03,0.301s,PASSED
